Titre original,Note presse,Note spectateur,id allocine,Réalisateur,date,duree_minutes,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,Nombre_de_critiques_presse,mois_sortie_x,annee_sortie_x,titre_normalise,nom_du_realisateur_bis,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,mois_sortie_y,annee_sortie_y,nom_du_realisateur
Gold,2.6,3.6,192826,Stephen Gaghan,2017-04-19,121.0,1859.0,116.0,21.0,4.0,2017.0,gold,stephengaghan,False,/mDzzAQypU9CaolRyMiDVwlwffBY.jpg,,20000000.0,"Adventure, Drama, Thriller",http://gold-film.com/,334524.0,tt1800302,en,Gold,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",16.554,/ukMXAdr325Tn1mLGkxdG8Lab16l.jpg,"Living Films, Black Bear Pictures, Boies/Schiller Film Group, Hwy61",United States of America,2016-02-03,14880939.0,121.0,"English, Bahasa indonesia",Released,Prove 'em all wrong,Gold,False,6.6,1518.0,2.0,2016.0,Stephen Gaghan
Golden Shoes,,1.9,229797,Lance Kawas,2020-07-01,89.0,33.0,10.0,,7.0,2020.0,goldenshoes,lancekawas,False,/uNr0xZPuGu5ThYSmHrZ2ruptrFq.jpg,,0.0,"Family, TV Movie",http://www.goldenshoesmovie.com/,362998.0,tt2346406,en,Golden Shoes,"With his father MIA at war and his mother critical in hospital, a young boy consoles himself with dreams of playing in the youth soccer league. To do so, he must overcome the adult deception, the bullying and his solitude.",5.669,/2fhUuSbh8v7UXGko4rzVyHc6yqA.jpg,Norman Koza Productions,United States of America,2015-10-06,0.0,89.0,English,Released,The greatest goal is believing,Golden Shoes,False,6.4,29.0,10.0,2015.0,Lance Kawas
Gone,1.9,2.6,190351,Heitor Dhalia,2012-05-23,95.0,1304.0,229.0,12.0,5.0,2012.0,gone,heitordhalia,False,/u2BwNz6EHPBdKGFDaIzsiP3siWr.jpg,,0.0,Thriller,,79548.0,tt1838544,en,Gone,"Jill Conway is trying to rebuild her life after surviving a terrifying kidnapping attempt. Though she is having a difficult time, she takes small steps toward normalcy by starting a new job and inviting her sister, Molly, to move in with her. Returning home from work one morning, Jill discovers that Molly has vanished, and she is certain that the same man who previously abducted her has returned for revenge.",18.568,/5GcbQhm0Qbbf1qt24spUpqX5tfP.jpg,"Sidney Kimmel Entertainment, Summit Entertainment, Lakeshore Entertainment",United States of America,2012-02-23,18100189.0,94.0,English,Released,No one believes her. Nothing will stop her.,Gone,False,6.226,1094.0,2.0,2012.0,Heitor Dhalia
Gone Girl,4.0,4.3,217882,David Fincher,2014-10-08,149.0,42124.0,2013.0,35.0,10.0,2014.0,gonegirl,davidfincher,False,/eSdl8ANr4BashmiBmcE6eitK74D.jpg,,61000000.0,"Mystery, Thriller, Drama",http://www.gonegirlmovie.com/,210577.0,tt2267998,en,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",83.554,/lv5xShBIDPe7m4ufdlV0IAc7Avk.jpg,"20th Century Fox, Regency Enterprises",United States of America,2014-10-01,369300000.0,149.0,English,Released,You don't know what you've got 'til it's...,Gone Girl,False,7.893,17625.0,10.0,2014.0,David Fincher
Gone Missing,,2.9,224971,Tara Miele,,90.0,38.0,8.0,,,,gonemissing,taramiele,False,/sZ0wtT1eyGOHlVZMcalh16ZNMYT.jpg,,0.0,"Drama, Mystery, Thriller, TV Movie",,225330.0,tt1729674,en,Gone Missing,"When best friends, Kaitlin and Maddy, go missing during Spring Break, their mothers do everything they can to find them, while realizing that their different parenting styles may have led to their disappearances.",7.115,/clUQNw9kWGqeFpzvw9PmqeUAMmd.jpg,"Vanished Prods, Protocol Entertainment, MarVista Entertainment",United States of America,2013-06-14,0.0,90.0,English,Released,A dream vacation turned into a mother's worst nightmare.,Gone Missing,False,5.7,32.0,6.0,2013.0,Tara Miele
Good Boys,2.0,2.8,258241,Gene Stupnitsky,2019-08-21,90.0,826.0,85.0,5.0,8.0,2019.0,goodboys,genestupnitsky,False,/meag1aZB1wffo91pl5KQYTdmg9z.jpg,,20000000.0,Comedy,https://www.goodboysmovie.com/,521777.0,tt6977338,en,Good Boys,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,56.682,/tximyCXMEnWIIyOy9STkOduUprG.jpg,"Good Universe, Point Grey Pictures",United States of America,2019-08-14,111037232.0,89.0,English,Released,You Must Be This Tall to See This Movie,Good Boys,False,6.853,1714.0,8.0,2019.0,Gene Stupnitsky
Goodbye Christopher Robin,,3.7,246713,Simon Curtis,2018-05-09,107.0,242.0,13.0,,5.0,2018.0,goodbyechristopherrobin,simoncurtis,False,/tUVVEGe16K5hfN7jH5MhJYjbCt2.jpg,,0.0,"Family, History, Drama",http://www.foxsearchlight.com/goodbyechristopherrobin/,418680.0,tt1653665,en,Goodbye Christopher Robin,The behind the scenes story of the life of A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son Christopher Robin.,19.845,/a6IK3hMlUHzXZZVLBTh0WZ5KoAb.jpg,"Fox Searchlight Pictures, DJ Films",United Kingdom,2017-09-29,7299662.0,107.0,English,Released,,Goodbye Christopher Robin,False,7.046,784.0,9.0,2017.0,Simon Curtis
Good Kids,,2.7,223239,Chris McCoy,2023-10-20,93.0,142.0,7.0,,10.0,2023.0,goodkids,chrismccoy,False,/8k7hVAUsMuJqZIRtd6T4Ewo8vfq.jpg,,0.0,Comedy,,352186.0,tt2170427,en,Good Kids,Four high school students look to redefine themselves after graduation.,12.179,/9R3hZnqFNyFmG10qwKzaUntlUbg.jpg,"Compadre Entertainment, Depth of Field, Voltage Pictures",United States of America,2016-07-29,0.0,86.0,English,Released,Get ready for the summer of yes,Good Kids,False,6.331,293.0,7.0,2016.0,Chris McCoy
Good Kill,2.6,3.1,224892,Andrew Niccol,2015-04-22,102.0,1581.0,183.0,27.0,4.0,2015.0,goodkill,andrewniccol,False,/7ghhzg8fFDVPJoB8ImahndG0wwL.jpg,,0.0,Drama,,253626.0,tt3297330,en,Good Kill,"In the shadowy world of drone warfare, combat unfolds like a video game–only with real lives at stake. After six tours of duty, Air Force pilot Tom Egan now fights the Taliban from an air-conditioned bunker in the Nevada desert. But as he yearns to get back in the cockpit of a real plane and becomes increasingly troubled by the collateral damage he causes each time he pushes a button, Egan’s nerves—and his relationship with his wife—begin to unravel.",10.203,/pm1KzNEeJ88uN9vXKAFWnneeum9.jpg,"Sobini Films, Dune Films, Voltage Pictures",United States of America,2015-04-09,316472.0,104.0,English,Released,,Good Kill,False,5.965,502.0,4.0,2015.0,Andrew Niccol
Good People,,2.2,142677,Henrik Ruben Genz,2015-11-04,90.0,489.0,47.0,,11.0,2015.0,goodpeople,henrikrubengenz,False,/6QH3JB36yQJ5JkBlIVJE0P0pJyG.jpg,,0.0,"Thriller, Crime, Action",,262338.0,tt1361318,en,Good People,"Tom and Anna Wright, a young American couple, fall into severe debt while renovating Anna's family home in London. As the couple faces the loss of their dream to have a house and start a family, they discover that the tenant in the apartment below them is dead, and he's left behind a stash of cash—$400,000 worth. Though initially hesitant, Tom and Anna decide that the plan is simple: all they have to do is quietly take the money and use only what's necessary to get them out of debt. But when they start spending the money and can't seem to stop, they find themselves the target of a deadly adversary—the thief who stole it—and that's when very bad things start happening to good people.",20.021,/zNhzWvhOJ18Twl5oKanVWT7bcSk.jpg,"Filmgate Films, Maguire Entertainment, Material Pictures, Millennium Media, Film i Väst, Entertainment 360, Eyeworks Fine & Mellow, Good People Productions","Denmark, Sweden, United Kingdom, United States of America",2014-08-12,1857574.0,90.0,English,Released,Money changes everything,Good People,False,5.479,433.0,8.0,2014.0,Henrik Ruben Genz
Good Sam,,2.7,268057,Kate Miles Melville,2020-04-28,89.0,83.0,8.0,,4.0,2020.0,goodsam,katemilesmelville,False,/yePk1Z1IaC5HxnYf9QmTd6hC4TD.jpg,,0.0,"Romance, Drama, Comedy",https://www.netflix.com/title/80998967,602609.0,tt9032888,en,Good Sam,A news reporter looks into who has been anonymously leaving large cash gifts on random doorsteps in New York.,9.588,/kRW319DZakOxr4QYjZlZDuAkvZO.jpg,"Wind Dancer Films, Muse Entertainment",United States of America,2019-05-16,0.0,90.0,English,Released,Follow the mystery. Discover a miracle.,Good Sam,False,6.0,227.0,5.0,2019.0,Kate Miles Melville
Goon,,2.7,186488,Michael Dowse,2012-07-06,92.0,496.0,60.0,,7.0,2012.0,goon,michaeldowse,False,/ph1TNGpHcyeZFZH7hbLqQ3oISXx.jpg,Goon Collection,0.0,Comedy,http://www.goonfilm.com/,74387.0,tt1456635,en,Goon,"Doug Glatt, a slacker who discovers he has a talent for brawling, is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate, his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.",11.425,/hd4FNgbTp0GcCC0dyJybOgq5pH8.jpg,"Inferno Pictures, Don Carmody Productions, Caramel Films, No Trace Camping, DragonCove Studios","Canada, United States of America",2012-01-06,6483963.0,92.0,"English, Français",Released,"Meet Doug, the nicest guy you'll ever fight.",Goon,False,6.415,840.0,1.0,2012.0,Michael Dowse
Goosebumps,2.9,3.0,138725,Rob Letterman,2016-02-10,103.0,2787.0,207.0,14.0,2.0,2016.0,goosebumps,robletterman,False,/6mPe4rBHzDMal2oL6hVgOBkaHz9.jpg,Goosebumps Collection,58000000.0,"Adventure, Horror, Comedy",http://www.goosebumps-movie.com/,257445.0,tt1051904,en,Goosebumps,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",31.497,/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,"Original Film, Scholastic Entertainment, Sony Pictures, Columbia Pictures, Village Roadshow Pictures, Sony Pictures Animation",United States of America,2015-08-05,158200000.0,103.0,English,Released,The stories are alive,Goosebumps,False,6.3,3566.0,8.0,2015.0,Rob Letterman
Goosebumps 2: Haunted Halloween,2.0,2.5,247007,Ari Sandel,2018-10-24,90.0,914.0,80.0,7.0,10.0,2018.0,goosebumps2hauntedhalloween,arisandel,False,/h5BvesqaxL7V3vl1CmaR8waGyiM.jpg,Goosebumps Collection,35000000.0,"Adventure, Comedy, Fantasy, Family, Horror",https://www.sonypictures.com/movies/goosebumps2,442062.0,tt5664636,en,Goosebumps 2: Haunted Halloween,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!",33.856,/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg,"Columbia Pictures, Original Film, Scholastic Entertainment, Silvertongue Films, Sony Pictures, Sony Pictures Animation","United Kingdom, United States of America",2018-10-11,93300000.0,90.0,English,Released,Halloween comes to life.,Goosebumps 2: Haunted Halloween,False,6.125,1387.0,10.0,2018.0,Ari Sandel
Gotti,,2.4,189919,Kevin Connolly,2020-02-05,105.0,221.0,17.0,,2.0,2020.0,gotti,kevinconnolly,False,/2ONQC1jV5ucuNmbJjd4JtGx5NFp.jpg,,10000000.0,"Crime, Drama, History, Thriller",http://gotti-movie.com/,339103.0,tt1801552,en,Gotti,"John Gotti rises to the top of the New York underworld to become the boss of the Gambino crime family. His life takes a tumultuous turn as he faces tragedy, multiple trials and a prison sentence.",16.392,/q869M8MTy0eynwfiE5vIlFgAUze.jpg,"Highland Film Group, Michael Fiore Films, EFO Films, JTP Films",United States of America,2018-06-14,4343227.0,106.0,English,Released,He showed the world who's boss.,Gotti,False,5.3,571.0,6.0,2018.0,Kevin Connolly
Grace,,1.6,231363,Jeff Chan,2016-02-01,87.0,65.0,10.0,,2.0,2016.0,grace,jeffchan,False,/wG3tyHfukOMfpBASJFhmXxIvbC7.jpg,,0.0,"Thriller, Horror",,289416.0,tt3068192,en,Grace,"A unique horror film told from the first-person perspective of Grace - a naive, virginal college freshman trying to deal with campus culture and her outgoing roommate as an evil entity takes over her body and unleashes chaos.",11.692,/6ikvuPIo1kGuRQz70l3ecissZLS.jpg,"Automatik Entertainment, Colony Pictures","Canada, United States of America",2014-10-28,0.0,87.0,English,Released,Innocence ends in blood,Grace,False,4.9,196.0,10.0,2014.0,Jeff Chan
Grand Isle,,1.7,269584,Stephen S. Campanelli,2020-07-21,97.0,169.0,12.0,,7.0,2020.0,grandisle,stephenscampanelli,False,/tXQP5bdZbNWogkQhTHy0H5kqlUy.jpg,,0.0,Thriller,https://screenmediafilms.net/productions/details/2947/Grand-Isle,560192.0,tt8380776,en,Grand Isle,"Walter and his neglected wife lure a young man into their Victorian home to escape a hurricane. When the man is charged with murder by Det. Jones, he must reveal the couple's wicked secrets to save himself.",23.492,/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg,"BondIt, Saturn Films, Jeff Rice Films, Film Keyz Production, Black Hangar Studios",United States of America,2019-12-06,5566.0,97.0,English,Released,A storm is coming,Grand Isle,False,5.522,277.0,12.0,2019.0,Stephen S. Campanelli
Grandma,,3.1,54093,Paul Weitz,2016-02-08,79.0,68.0,10.0,,2.0,2016.0,grandma,paulweitz,False,/kiVn09vghnscMWMqlX8uoQuXtMW.jpg,,600000.0,"Comedy, Drama",http://sonyclassics.com/grandma/,309304.0,tt4270516,en,Grandma,"Self-described misanthrope Elle Reid has her protective bubble burst when her 18-year-old granddaughter, Sage, shows up needing help. The two of them go on a day-long journey that causes Elle to come to terms with her past and Sage to confront her future.",9.598,/4LW20TF4NfQgHj5rZs0d0cgxRjV.jpg,"1821 Pictures, Depth of Field",United States of America,2015-06-04,7205073.0,78.0,English,Released,,Grandma,False,6.4,342.0,6.0,2015.0,Paul Weitz
Grave Encounters 2,,2.1,212275,John Poliquin,2018-02-20,108.0,437.0,76.0,,2.0,2018.0,graveencounters2,johnpoliquin,False,/fNLVYtHuN3QsmG1B0F2xbFACwj7.jpg,Grave Encounters Collection,0.0,Horror,,134366.0,tt2231554,en,Grave Encounters 2,"Tortured by the ghosts of the demonized insane asylum that killed the crew of GRAVE ENCOUNTERS, film students fight to escape death as their own paranormal investigation goes terribly wrong in this horrifying sequel.",14.859,/zzq1JCjsk7buXVOA0mwRH7zbHOP.jpg,"Death Awaits Cinema, Twin Engine Films, Pink Buffalo Films","Canada, United States of America",2012-10-12,0.0,95.0,English,Released,Fear is just a word. Reality is much worse.,Grave Encounters 2,False,5.548,846.0,10.0,2012.0,John Poliquin
Gravity,4.6,4.0,178496,Alfonso Cuarón,2013-10-23,90.0,51168.0,4153.0,29.0,10.0,2013.0,gravity,alfonsocuaron,False,/a2n6bKD7qhCPCAEALgsAhWOAQcc.jpg,,105000000.0,"Science Fiction, Thriller, Drama",http://gravitymovie.warnerbros.com,49047.0,tt1454468,en,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",35.213,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,"Esperanto Filmoj, Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",2013-10-03,723192705.0,91.0,English,Released,Don't let go.,Gravity,False,7.163,14603.0,10.0,2013.0,Alfonso Cuarón
Greenberg,3.6,2.1,136381,Noah Baumbach,2010-04-28,105.0,1049.0,201.0,22.0,4.0,2010.0,greenberg,noahbaumbach,False,/yatLdOw4i5roDD2fgd5jtEx0gs7.jpg,,0.0,"Comedy, Drama, Romance",,27583.0,tt1234654,en,Greenberg,"A New Yorker moves to Los Angeles in order to figure out his life while he housesits for his brother, and he soon sparks with his brother's assistant.",11.663,/jAsN4vPpycVxC89QlA6NYBXRuK7.jpg,"Scott Rudin Productions, Twins Financing, Focus Features",United States of America,2010-03-26,6344112.0,107.0,English,Released,He's got a lot on his mind.,Greenberg,False,5.888,525.0,3.0,2010.0,Noah Baumbach
Green Book,4.0,4.5,256661,Peter Farrelly,2019-01-23,130.0,31601.0,1246.0,29.0,1.0,2019.0,greenbook,peterfarrelly,False,/5En0fmDagt3Pk8d7P3uTwfeQceg.jpg,,23000000.0,"Drama, History",http://GreenBookFilm.com,490132.0,tt6966692,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",56.812,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,"Participant, DreamWorks Pictures, Cinetic Media, Innisfree Pictures, Alibaba Pictures Group",United States of America,2018-11-16,319700000.0,130.0,"English, Italiano, Pусский",Released,Inspired by a True Friendship,Green Book,False,8.244,10747.0,11.0,2018.0,Peter Farrelly
Green Lantern,2.0,2.2,132150,Martin Campbell,2011-08-10,114.0,20985.0,1189.0,20.0,8.0,2011.0,greenlantern,martincampbell,False,/58r049aVTO1KjAYVuWJr0KgG5nY.jpg,,200000000.0,"Adventure, Action, Thriller, Science Fiction",http://greenlanternmovie.warnerbros.com/,44912.0,tt1133985,en,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",36.874,/fj21HwUprqjjwTdkKC1XZurRSpV.jpg,"DC Entertainment, De Line Pictures, Warner Bros. Pictures",United States of America,2011-06-14,219851172.0,114.0,English,Released,"In our darkest hour, there will be light.",Green Lantern,False,5.2,6873.0,6.0,2011.0,Martin Campbell
